更新時間,yyyymmdd,基金代碼,國內外基金註記,基金規模(台幣/億),基金目前規模區間,基金成立時間,基金成立幾年,基金公司代碼,計價幣別,基金經理人,區域別,基金投資產業分類1,基金投資產業分類2,基金投資產業分類3,aum基金型態別,商品投資屬性,高收益債註記,保本型基金註記,淨值,sharpe,beta,一個月累積報酬率(%),三個月累積報酬率(%),六個月累積報酬率(%),一年累積報酬率(%),三年累積報酬率(%),五年累積報酬率(%),自今年以來報酬率(%),自成立日起報酬率(%),基金評等,熱賣基金註記,投資型態別,cluster
2017-05-26 11:33:00,20170526,61O,1.0,115166.45184,i.>10兆元台幣,2003-08-18 00:00:00,14.0,F1,USD,Jing Ning,CN  ,金融,資訊科技,非核心消費,E,RR5,0.0,N,61.84,0.62,0.67,3.41,6.58,13.95,32.46,44.95,71.32,18.15,533.67,4.0,0,a.股票型,3
2017-05-26 11:33:00,20170526,61P,1.0,120963.3999,i.>10兆元台幣,2007-09-24 00:00:00,10.0,F1,EUR,Jing Ning,CN  ,金融,資訊科技,非核心消費,E,RR5,0.0,N,15.98,0.69,0.77,0.82,0.5,7.61,31.63,75.99,91.01,11.13,59.8,4.0,0,a.股票型,3
2017-05-26 11:33:00,20170526,61Q,1.0,107207.5732,i.>10兆元台幣,2007-04-02 00:00:00,10.0,F1,EUR,Bryan Collins,LU  ,不動產,其他,銀行與證券,B,RR4,1.0,N,19.75,0.34,0.02,-2.03,-4.31,-1.0,10.27,47.61,59.92,-1.99,97.5,3.5,0,b.債券型,2
2017-05-26 11:33:00,20170526,61R,1.0,102049.26976,i.>10兆元台幣,2007-04-02 00:00:00,10.0,F1,USD,Bryan Collins,LU  ,不動產,其他,銀行與證券,B,RR4,1.0,N,17.09,0.75,0.6,0.41,1.42,4.78,10.9,21.46,43.25,4.14,70.9,4.5,0,b.債券型,2
2017-05-26 11:34:00,20170526,61S,1.0,102049.26976,i.>10兆元台幣,2007-04-02 00:00:00,10.0,F1,USD,Bryan Collins,LU  ,不動產,其他,銀行與證券,B,RR4,1.0,N,8.55,0.75,0.6,0.42,1.42,4.8,10.92,21.49,43.32,4.16,69.83,4.5,0,b.債券型,2
2017-05-26 10:44:00,20170526,61U,1.0,752.132,f.500~5000億元台幣,2001-11-19 00:00:00,16.0,F0,USD,W. Scott Priebe/Michelle J. Picard,US  ,資訊科技,循環消費,醫療保健,E,RR4,0.0,N,21.91,0.37,0.63,1.11,2.67,7.19,10.32,23.09,71.04,9.17,119.1,1.5,0,a.股票型,3
2017-05-26 12:41:00,20170526,61V,1.0,2256.396,f.500~5000億元台幣,1996-05-31 00:00:00,21.0,C ,USD,Khiem Do,IE  ,,,,W,RR4,0.0,N,32.95,0.59,0.6,2.39,5.64,10.68,14.37,15.86,39.62,10.46,,3.0,0,d.平衡型,3
2017-05-26 12:41:00,20170526,61W,1.0,2256.396,f.500~5000億元台幣,2007-07-05 00:00:00,10.0,C ,USD,Khiem Do,IE  ,,,,W,RR4,0.0,N,31.54,0.59,0.61,2.4,5.66,10.67,14.36,15.88,39.65,10.43,38.71,3.0,0,d.平衡型,3
2017-05-26 12:22:00,20170526,61X,1.0,32070.90848,h.1~5兆元台幣,2006-03-23 00:00:00,11.0,LC,USD,Paul J. DeNoon/Marco Santamaria/Shamaila Khan/Christian DiClementi,LU  ,政府債券,準主權債券,公司債,B,RR3,1.0,N,16.11,0.38,1.1,1.21,3.11,9.64,12.2,9.73,21.98,7.32,87.65,3.5,0,b.債券型,2
2017-05-26 12:22:00,20170526,61Y,1.0,32070.90848,h.1~5兆元台幣,2006-03-23 00:00:00,11.0,LC,USD,Paul J. DeNoon/Marco Santamaria/Shamaila Khan/Christian DiClementi,LU  ,政府債券,準主權債券,公司債,B,RR3,1.0,N,28.13,0.38,1.11,1.15,3.08,9.63,12.16,9.71,21.88,7.24,87.53,3.5,0,b.債券型,2
2017-05-26 12:22:00,20170526,61Z,1.0,32070.90848,h.1~5兆元台幣,2006-03-23 00:00:00,11.0,LC,EUR,Paul J. DeNoon/Marco Santamaria/Shamaila Khan/Christian DiClementi,LU  ,政府債券,準主權債券,公司債,B,RR3,1.0,N,25.08,0.32,0.71,-1.99,-2.94,3.13,11.37,33.33,36.3,0.56,100.32,3.5,0,b.債券型,2
2017-05-26 10:37:00,20170526,620,1.0,717.25896,f.500~5000億元台幣,1996-06-06 00:00:00,21.0,R ,SGD,新加坡大華資產管理團隊,SG  ,,,,E,RR4,0.0,N,2.49,0.5,1.05,1.09,3.49,9.92,21.91,23.72,74.09,5.64,,3.0,0,a.股票型,3
2017-05-26 10:37:00,20170526,621,1.0,3651.50016,f.500~5000億元台幣,1995-03-07 00:00:00,22.0,R ,SGD,新加坡大華資產管理團隊,SG  ,資訊科技,金融,醫療保健,E,RR3,0.0,N,2.42,0.54,0.88,1.77,2.72,9.3,17.75,23.14,63.8,5.81,,3.0,0,a.股票型,3
2017-05-26 10:37:00,20170526,622,1.0,108.6756,e.100~500億元台幣,1997-09-29 00:00:00,20.0,R ,SGD,新加坡大華資產管理團隊,SG  ,資訊科技,非必需性消費品,現金,E,RR4,0.0,N,1.93,0.66,1.03,5.99,7.83,16.27,33.87,52.13,84.95,15.86,,2.5,0,a.股票型,3
2017-05-26 10:38:00,20170526,623,1.0,8032.76976,g.5000億~1兆元台幣,2001-12-10 00:00:00,16.0,AE,USD,Alex Stanic,IE  ,資訊科技,必需性消費,健康醫療,E,RR4,0.0,N,2.11,0.41,0.65,3.12,5.29,11.06,11.08,12.61,60.03,9.85,,2.5,0,a.股票型,3
2017-05-26 10:38:00,20170526,624,1.0,8032.76976,g.5000億~1兆元台幣,2002-01-02 00:00:00,15.0,AE,EUR,Alex Stanic,IE  ,資訊科技,必需性消費,健康醫療,E,RR4,0.0,N,1.7,0.34,0.43,0.02,-0.44,4.82,10.36,36.69,79.38,3.43,68.68,3.0,0,a.股票型,3
2017-05-26 12:00:00,20170526,627,1.0,6017.056,g.5000億~1兆元台幣,2001-12-10 00:00:00,16.0,AE,USD,Paul Markham,IE  ,,,,E,RR4,0.0,N,2.56,0.3,0.92,2.03,3.73,8.72,9.16,15.79,61.59,7.75,,2.0,0,a.股票型,3
2017-05-26 12:00:00,20170526,628,1.0,6017.056,g.5000億~1兆元台幣,2002-01-02 00:00:00,15.0,AE,EUR,Paul Markham,IE  ,,,,E,RR4,0.0,N,2.05,0.23,0.7,-1.04,-1.91,2.61,8.44,40.59,81.16,1.45,,2.0,0,a.股票型,3
2017-05-26 12:22:00,20170526,62A,1.0,3971.25696,f.500~5000億元台幣,1997-11-10 00:00:00,20.0,LC,USD,Stuart Rae/John Lin/Rajeev Eyunni,CN  ,資訊科技,金融,非核心消費品,E,RR5,0.0,N,39.01,0.51,0.97,4.36,8.54,15.11,28.62,19.3,43.26,19.88,290.1,2.0,0,a.股票型,3
2017-05-26 12:22:00,20170526,62B,1.0,3971.25696,f.500~5000億元台幣,2004-07-01 00:00:00,13.0,LC,EUR,Stuart Rae/John Lin/Rajeev Eyunni,CN  ,資訊科技,金融,非核心消費品,E,RR5,0.0,N,34.79,0.57,0.72,1.13,2.23,8.28,27.76,45.08,60.25,12.44,126.2,3.0,0,a.股票型,3
2017-05-26 12:23:00,20170526,62C,1.0,9210.6552,g.5000億~1兆元台幣,2006-09-22 00:00:00,11.0,LC,JPY,Katsuaki Ogata/Atsushi Horikawa,JP  ,非核心消費品,資訊科技,工業,E,RR4,0.0,N,9613.0,0.36,1.0,3.61,1.03,8.41,24.91,31.07,104.1,2.99,-3.21,3.0,0,a.股票型,3
2017-05-26 12:23:00,20170526,62D,1.0,9210.6552,g.5000億~1兆元台幣,2006-09-22 00:00:00,11.0,LC,USD,Katsuaki Ogata/Atsushi Horikawa,JP  ,非核心消費品,資訊科技,工業,E,RR4,0.0,N,86.2,0.63,0.33,1.92,1.57,9.36,23.21,19.77,45.58,7.93,1.11,3.5,0,a.股票型,3
2017-05-26 12:23:00,20170526,62E,1.0,9210.6552,g.5000億~1兆元台幣,2006-09-22 00:00:00,11.0,LC,EUR,Katsuaki Ogata/Atsushi Horikawa,JP  ,非核心消費品,資訊科技,工業,E,RR4,0.0,N,76.82,0.49,0.49,-1.32,-4.46,2.88,22.36,45.46,63.34,1.23,15.24,3.5,0,a.股票型,3
2017-05-26 11:48:00,20170526,62H,1.0,270.76752,e.100~500億元台幣,2007-07-12 00:00:00,10.0,Y ,USD,Christopher Molumphy/Kent Burns/Roger Bayston/Patricia O'Connor,LU  ,高收益債,浮動利率貸款,投資級公司債,B,RR3,1.0,N,10.05,0.29,0.69,0.44,0.7,3.2,4.5,-2.78,8.18,2.08,33.0,3.0,0,b.債券型,2
2017-05-26 12:01:00,20170526,62I,1.0,9266.26624,g.5000億~1兆元台幣,1986-11-21 00:00:00,31.0,HS,USD,Sanjiv Duggal/卓兆源,LU  ,,,,E,RR5,0.0,N,55.34,0.65,1.04,4.79,8.56,20.28,38.28,18.3,43.45,21.45,,4.0,0,a.股票型,3
2017-05-26 12:01:00,20170526,62J,1.0,5866.6296,g.5000億~1兆元台幣,2006-06-30 00:00:00,11.0,HS,USD,Nick Timberlake,LU  ,,,,E,RR5,0.0,N,15.58,0.6,0.96,0.04,-0.06,15.04,37.85,15.2,29.98,11.62,50.5,4.5,0,a.股票型,3
2017-05-26 12:01:00,20170526,62K,1.0,43052.03568,h.1~5兆元台幣,1992-06-25 00:00:00,25.0,HS,USD,陳淑敏,CN  ,香港H股,香港紅籌股,香港中國概念股,E,RR5,0.0,N,90.91,0.48,0.83,5.33,6.59,14.79,32.43,32.07,55.74,18.95,,2.5,0,a.股票型,3
2017-05-26 12:01:00,20170526,62L,1.0,451.2792,e.100~500億元台幣,2007-11-09 00:00:00,10.0,HS,USD,Angus Parker,LU  ,資訊科技,金融,健康護理,E,RR4,0.0,N,8.19,0.56,0.06,3.45,6.8,15.3,17.03,6.43,55.74,11.69,-15.13,2.0,0,a.股票型,3
2017-05-26 12:01:00,20170526,62M,1.0,9597.20432,g.5000億~1兆元台幣,2007-12-17 00:00:00,10.0,HS,USD,Douglas Helfer,RU  ,能源,物料,金融,E,RR5,0.0,N,5.4,0.65,1.07,-1.33,-2.0,8.67,31.8,-2.77,0.29,-2.96,-43.73,2.5,0,a.股票型,3
2017-05-26 11:48:00,20170526,62N,1.0,8213.28144,g.5000億~1兆元台幣,2009-08-14 00:00:00,8.0,Y ,USD,Michael Hasenstab/Laura Burakreis,LU  ,固定收益,現金及約當現金,股權,B,RR3,1.0,N,8.99,0.41,0.77,-0.87,1.62,11.59,14.13,0.54,14.62,7.33,40.55,3.5,0,b.債券型,2
2017-05-26 11:48:00,20170526,62O,1.0,574.5677,f.500~5000億元台幣,2009-08-14 00:00:00,8.0,Y1,EUR,Patricia O'Connor/Piero del Monte,LU  ,固定收益,現金及約當現金,,B,RR3,1.0,N,11.4,0.38,0.74,0.97,1.31,4.25,5.95,5.96,30.33,2.69,59.41,1.0,0,b.債券型,2
2017-05-26 11:29:00,20170526,62R,1.0,1684.77568,f.500~5000億元台幣,1998-05-05 00:00:00,19.0,SA,USD,Josh Crabb (關睿博),IE  ,金融,原物料,資訊科技,E,RR5,0.0,N,47.19,0.5,1.06,4.8,6.68,14.6,31.39,27.44,53.26,19.76,371.92,3.5,0,a.股票型,3
2017-05-26 12:23:00,20170526,62S,1.0,673338.65168,i.>10兆元台幣,2009-12-15 00:00:00,8.0,LC,EUR,Douglas J. Peebles/Paul J. DeNoon/Gershon Distenfeld,LU  ,高收益公司債券,美國國庫券,新興市場債-當地貨幣,B,RR3,1.0,N,22.34,0.53,0.92,0.77,0.99,6.53,10.76,4.78,24.8,4.3,48.93,2.0,0,b.債券型,2
2017-05-26 12:23:00,20170526,62T,1.0,673338.65168,i.>10兆元台幣,2009-12-15 00:00:00,8.0,LC,EUR,Douglas J. Peebles/Paul J. DeNoon/Gershon Distenfeld,LU  ,高收益公司債券,美國國庫券,新興市場債-當地貨幣,B,RR3,1.0,N,15.26,0.53,0.91,0.74,0.92,6.45,10.73,4.8,24.41,4.17,47.26,2.0,0,b.債券型,2
2017-05-26 11:14:00,20170526,62U,1.0,4903.90064,f.500~5000億元台幣,1997-09-03 00:00:00,20.0,L1,USD,Paul Vrouwes,LU  ,銀行,多元金融,保險,E,RR4,0.0,N,658.83,0.48,1.05,0.45,2.67,10.6,21.97,17.08,79.3,7.13,31.77,3.0,0,a.股票型,3
2017-05-26 11:14:00,20170526,62W,1.0,1865.28736,f.500~5000億元台幣,2000-03-27 00:00:00,17.0,L1,EUR,Nathan Griffiths/Renat Nadyukov/Ivo Luiten,LU  ,金融,能源,必需性消費品,E,RR5,0.0,N,54.48,0.54,0.84,0.44,-0.26,12.01,22.21,5.97,18.15,1.93,117.92,3.0,0,a.股票型,3
2017-05-26 11:14:00,20170526,62Y,1.0,28069.56624,h.1~5兆元台幣,1999-04-07 00:00:00,18.0,L1,EUR,Nicolas Simar/Manu Vandenbulck,LU  ,金融,工業,能源,E,RR4,0.0,N,503.85,0.35,0.88,3.0,11.21,18.86,20.15,19.09,87.68,10.25,101.54,3.0,0,a.股票型,3
2017-05-26 11:14:00,20170526,62Z,1.0,7250.55248,g.5000億~1兆元台幣,1997-11-10 00:00:00,20.0,L1,EUR,Jeff Meys,LU  ,金融,必需性消費品,非必需性消費品,E,RR4,0.0,N,58.48,0.31,0.73,1.56,7.24,15.53,14.06,25.52,77.53,9.8,128.39,3.0,0,a.股票型,3
2017-05-26 10:38:00,20170526,639,1.0,15072.72528,h.1~5兆元台幣,2001-12-10 00:00:00,16.0,AE,USD,Paul Brain,IE  ,,,,B,RR2,0.0,N,2.17,-0.04,1.4,0.89,2.73,2.97,-0.66,-3.05,-3.25,3.91,,2.0,0,b.債券型,2
2017-05-26 11:15:00,20170526,63B,1.0,27046.66672,h.1~5兆元台幣,2002-05-03 00:00:00,15.0,L1,EUR,Bruno Springael/Moudy El Khodr,LU  ,金融,醫療保健,資訊科技,E,RR3,0.0,N,407.69,0.31,0.89,-1.97,-3.23,3.37,12.93,27.55,66.36,0.27,63.08,2.5,0,a.股票型,2
2017-05-26 11:15:00,20170526,63C,1.0,2105.9696,f.500~5000億元台幣,1997-11-20 00:00:00,20.0,L1,USD,Pieter Schop,LU  ,原物料,,,E,RR4,0.0,N,914.81,0.48,0.98,-0.34,0.76,8.63,21.11,-5.33,13.16,8.26,,4.0,0,a.股票型,3
2017-05-26 11:15:00,20170526,63D,1.0,2105.9696,f.500~5000億元台幣,2010-01-07 00:00:00,7.0,L1,EUR,Pieter Schop,LU  ,原物料,,,E,RR4,0.0,N,1339.76,0.47,1.01,-2.89,-5.02,2.74,20.39,15.09,26.27,1.84,,4.5,0,a.股票型,3
2017-05-26 11:15:00,20170526,63E,1.0,3038.61328,f.500~5000億元台幣,1994-07-04 00:00:00,23.0,L1,USD,Ivo Luiten/Nathan Griffiths/Renat Nadyukov,LU  ,金融,原物料,必需性消費品,E,RR5,0.0,N,1601.98,0.28,0.94,-2.33,-2.83,9.93,21.24,-22.68,-24.94,7.75,208.19,2.5,0,a.股票型,3
2017-05-26 11:15:00,20170526,63F,1.0,2737.76048,f.500~5000億元台幣,1997-11-20 00:00:00,20.0,L1,USD,Pieter Schop,LU  ,能源,公用事業,,E,RR4,0.0,N,991.59,0.09,0.97,-1.43,-2.71,-2.15,3.63,-32.06,-11.96,-6.99,,4.0,0,a.股票型,3
2017-05-26 11:15:00,20170526,63G,1.0,2737.76048,f.500~5000億元台幣,2008-06-25 00:00:00,9.0,L1,EUR,Pieter Schop,LU  ,能源,公用事業,,E,RR4,0.0,N,733.22,0.07,1.15,-3.95,-8.3,-7.46,3.01,-17.35,-1.69,-12.5,-26.4,4.0,0,a.股票型,3
2017-05-26 11:15:00,20170526,63H,1.0,115557.56048,i.>10兆元台幣,2011-05-02 00:00:00,6.0,L1,EUR,Sjors Haverkamp(NN投資夥伴(NNIP)高收益團隊),LU  ,通訊,循環消費,資本財,B,RR3,1.0,N,494.22,0.53,0.88,0.62,0.63,4.22,9.92,5.04,27.13,2.11,,1.5,0,b.債券型,2
2017-05-26 11:15:00,20170526,63I,1.0,115557.56048,i.>10兆元台幣,2011-05-02 00:00:00,6.0,L1,EUR,Sjors Haverkamp(NN投資夥伴(NNIP)高收益團隊),LU  ,通訊,循環消費,資本財,B,RR3,1.0,N,914.32,0.53,0.88,0.64,0.66,4.26,9.91,5.07,27.11,2.14,,1.5,0,b.債券型,2
2017-05-26 12:23:00,20170526,63J,1.0,22082.59552,h.1~5兆元台幣,1996-08-01 00:00:00,21.0,LC,USD,Daniel C. Roarty,LU  ,資訊科技,醫療保健,金融,E,RR4,0.0,N,17.78,0.46,1.03,4.22,8.28,16.44,19.09,16.06,56.93,18.14,77.8,3.0,0,a.股票型,3
2017-05-26 12:23:00,20170526,63K,1.0,22082.59552,h.1~5兆元台幣,2000-11-24 00:00:00,17.0,LC,EUR,Daniel C. Roarty,LU  ,資訊科技,醫療保健,金融,E,RR4,0.0,N,15.86,0.5,0.95,1.02,1.99,9.61,18.36,41.1,75.64,10.83,-5.43,3.5,0,a.股票型,3
2017-05-26 12:38:00,20170526,63L,1.0,3550.06304,f.500~5000億元台幣,2005-10-17 00:00:00,12.0,P1,USD,瀚亞投資(盧森堡)股份有限公司,LU  ,資訊科技,金融,景氣循環性消費,E,RR5,0.0,N,22.79,0.59,1.26,2.52,6.98,19.2,34.83,22.43,51.88,18.68,,,0,a.股票型,3
2017-05-26 12:38:00,20170526,63M,1.0,3339.46608,f.500~5000億元台幣,2008-04-30 00:00:00,9.0,P1,USD,瀚亞投資(盧森堡)股份有限公司,LU  ,金融,民生必需品消費,原物料,E,RR5,0.0,N,4.49,0.31,0.99,-4.49,-4.69,9.49,25.71,-30.13,-30.22,6.15,-55.11,3.0,0,a.股票型,3
2017-05-26 12:38:00,20170526,63N,1.0,5234.83872,g.5000億~1兆元台幣,2005-10-17 00:00:00,12.0,P1,USD,瀚亞投資(盧森堡)股份有限公司,IN  ,金融,資訊科技,能源,E,RR5,0.0,N,13.16,0.5,0.83,-0.76,6.16,20.97,30.15,15.71,63.04,16.94,,3.0,0,a.股票型,3
2017-05-26 12:38:00,20170526,63O,1.0,1083.07008,f.500~5000億元台幣,2007-10-01 00:00:00,10.0,P1,USD,瀚亞投資(盧森堡)股份有限公司,LU  ,通訊,能源,工業,E,RR5,0.0,N,9.32,0.38,1.0,-0.4,2.27,13.66,18.58,-5.33,13.22,12.24,-6.83,1.0,0,a.股票型,3
2017-05-26 12:38:00,20170526,63P,1.0,10289.16576,h.1~5兆元台幣,2003-02-24 00:00:00,14.0,P1,USD,瀚亞投資(盧森堡)股份有限公司,LU  ,,資訊科技,工業,E,RR5,0.0,N,17.36,0.54,1.17,4.42,6.5,19.02,30.65,3.04,19.39,19.21,,2.5,0,a.股票型,3
2017-05-26 10:59:00,20170526,63Q,1.0,55477.25632,i.5~10兆元台幣,2006-03-22 00:00:00,11.0,S ,EUR,Rick Rezek/Wesley Sparks,LU  ,工業,金融機構,機構債券,B,RR2,0.0,N,148.05,0.15,0.86,0.6,0.77,2.36,2.65,4.7,15.11,1.7,48.05,2.5,0,b.債券型,2
2017-05-26 10:45:00,20170526,63R,1.0,10207.0262,h.1~5兆元台幣,2010-04-16 00:00:00,7.0,ML,USD,Andy Warwick,LU  ,股票,債券,,W,RR4,0.0,N,34.73,0.53,0.4,0.09,1.14,5.88,9.15,14.73,31.3,3.89,33.58,3.0,0,d.平衡型,2
2017-05-26 10:45:00,20170526,63S,1.0,99311.50928,i.5~10兆元台幣,1997-01-02 00:00:00,20.0,ML,EUR,Andrew Swan,LU  ,資訊科技,金融,原物料,E,RR5,0.0,N,34.69,0.64,0.66,0.41,0.58,10.44,31.35,48.82,94.78,10.06,,4.0,0,a.股票型,3
2017-05-26 10:45:00,20170526,63T,1.0,99311.50928,i.5~10兆元台幣,1997-01-02 00:00:00,20.0,ML,GBP,Andrew Swan,LU  ,資訊科技,金融,原物料,E,RR5,0.0,N,29.97,0.6,1.05,2.01,2.85,12.58,48.37,58.82,110.02,11.58,,5.0,0,a.股票型,3
2017-05-26 10:45:00,20170526,63U,1.0,99311.50928,i.5~10兆元台幣,1997-01-02 00:00:00,20.0,ML,USD,Andrew Swan,LU  ,資訊科技,金融,原物料,E,RR5,0.0,N,38.81,0.57,1.0,3.38,6.45,16.83,31.69,22.12,73.34,16.72,,3.5,0,a.股票型,3
2017-05-26 10:45:00,20170526,63V,1.0,97897.50112,i.5~10兆元台幣,2004-10-01 00:00:00,13.0,ML,EUR,Sergio Trigo Paz/Michel Aubenas,LU  ,外部政府債券,準政府債券,現金及衍生性商品,B,RR3,1.0,N,16.06,0.38,0.42,-1.95,-3.66,1.32,11.37,42.63,48.98,-0.5,173.13,4.0,0,b.債券型,2
2017-05-26 10:45:00,20170526,63W,1.0,97897.50112,i.5~10兆元台幣,2004-10-01 00:00:00,13.0,ML,USD,Sergio Trigo Paz/Michel Aubenas,LU  ,外部政府債券,準政府債券,現金及衍生性商品,B,RR3,1.0,N,17.97,0.48,0.83,0.96,1.99,7.22,11.68,17.07,32.62,5.52,147.86,4.0,0,b.債券型,2
2017-05-26 10:45:00,20170526,63X,1.0,97897.50112,i.5~10兆元台幣,2004-10-01 00:00:00,13.0,ML,EUR,Sergio Trigo Paz/Michel Aubenas,LU  ,外部政府債券,準政府債券,現金及衍生性商品,B,RR3,1.0,N,9.46,0.38,0.41,-1.94,-3.7,1.23,11.27,42.56,48.97,-0.53,113.44,4.0,0,b.債券型,2
2017-05-26 10:45:00,20170526,63Y,1.0,97897.50112,i.5~10兆元台幣,2004-10-01 00:00:00,13.0,ML,USD,Sergio Trigo Paz/Michel Aubenas,LU  ,外部政府債券,準政府債券,現金及衍生性商品,B,RR3,1.0,N,10.59,0.48,0.83,1.01,1.95,7.26,11.71,16.99,32.59,5.55,93.89,4.0,0,b.債券型,2
2017-05-26 10:45:00,20170526,63Z,1.0,52829.75168,i.5~10兆元台幣,2008-06-24 00:00:00,9.0,ML,USD,Helen Zhu,CN  ,金融,資訊科技,工業,E,RR5,0.0,N,17.63,0.57,0.68,4.07,4.69,13.82,34.89,42.75,73.52,16.68,76.3,4.0,1,a.股票型,3
2017-05-26 10:38:00,20170526,640,1.0,15072.72528,h.1~5兆元台幣,2002-01-02 00:00:00,15.0,AE,EUR,Paul Brain,IE  ,,,,B,RR2,0.0,N,1.73,-0.1,0.81,-2.15,-2.85,-2.81,-1.31,17.71,8.45,-2.17,70.64,2.5,0,b.債券型,2
2017-05-26 12:15:00,20170526,643,1.0,58064.5904,i.5~10兆元台幣,2001-12-27 00:00:00,16.0,AG,USD,Fabio Di Giansante,LU  ,工業,金融,健康護理,E,RR4,0.0,N,8.84,0.39,1.14,5.36,17.71,25.93,22.78,2.43,79.67,17.87,144.88,3.0,0,a.股票型,3
2017-05-26 12:15:00,20170526,645,1.0,20518.16096,h.1~5兆元台幣,2001-12-27 00:00:00,16.0,AG,USD,Paul Gorman/Diego Franzin,LU  ,金融,必需消費品,工業,E,RR4,0.0,N,7.26,0.28,1.13,6.14,15.06,23.05,15.06,-1.76,56.8,15.61,103.93,2.0,0,a.股票型,3
2017-05-26 12:15:00,20170526,646,1.0,41036.32192,h.1~5兆元台幣,2001-12-27 00:00:00,16.0,AG,USD,Andrew Arbuthnott,LU  ,金融,工業,非必需消費品,E,RR4,0.0,N,9.62,0.28,0.98,4.11,13.85,20.55,13.31,-1.64,54.66,15.07,138.71,2.0,0,a.股票型,3
2017-05-26 12:15:00,20170526,647,1.0,34688.32784,h.1~5兆元台幣,2001-12-27 00:00:00,16.0,AG,USD,John Peckham/Craig Sterling,US  ,資訊科技,金融,非必需消費品,E,RR4,0.0,N,10.86,0.56,1.06,1.5,1.97,10.7,19.34,21.07,70.22,8.82,120.73,2.5,0,a.股票型,3
2017-05-26 12:15:00,20170526,648,1.0,11793.42976,h.1~5兆元台幣,2001-12-27 00:00:00,16.0,AG,USD,Yasuyuki Ochi,JP  ,工業,非必需消費品,金融,E,RR4,0.0,N,3.23,0.48,0.25,1.89,0.31,7.67,13.73,17.88,48.85,6.25,40.43,2.5,0,a.股票型,3
2017-05-26 10:45:00,20170526,64A,1.0,52829.75168,i.5~10兆元台幣,2008-06-24 00:00:00,9.0,ML,EUR,Helen Zhu,CN  ,金融,資訊科技,工業,E,RR5,0.0,N,15.99,0.53,0.69,3.9,4.17,12.76,32.7,40.63,68.85,15.87,59.9,3.5,0,a.股票型,3
2017-05-26 10:46:00,20170526,64B,1.0,64081.6464,i.5~10兆元台幣,2007-10-19 00:00:00,10.0,ML,USD,Andreas Doerrenhaus,LU  ,工業,金融機構,公用事業,B,RR2,0.0,N,13.3,0.19,1.24,0.83,1.76,3.5,3.74,8.39,22.92,2.86,33.0,3.0,0,b.債券型,2
2017-05-26 10:46:00,20170526,64C,1.0,64081.6464,i.5~10兆元台幣,2007-10-19 00:00:00,10.0,ML,EUR,Andreas Doerrenhaus,LU  ,工業,金融機構,公用事業,B,RR2,0.0,N,12.74,0.09,1.27,0.71,1.35,2.66,2.0,5.46,18.84,2.25,27.4,1.5,0,b.債券型,2
2017-05-26 10:46:00,20170526,64D,1.0,46150.81952,h.1~5兆元台幣,1985-09-04 00:00:00,32.0,ML,USD,Scott Thiel,LU  ,國庫券,證券,企業債券,B,RR2,0.0,N,74.24,0.06,0.76,0.38,1.13,1.88,1.24,7.69,16.4,1.57,,2.5,0,b.債券型,2
2017-05-26 10:46:00,20170526,64E,1.0,46150.81952,h.1~5兆元台幣,2004-04-02 00:00:00,13.0,ML,USD,Scott Thiel,LU  ,國庫券,證券,企業債券,B,RR2,0.0,N,55.81,0.06,0.76,0.37,1.12,1.87,1.24,7.69,16.42,1.57,30.1,2.5,0,b.債券型,2
2017-05-26 10:46:00,20170526,64F,1.0,46150.81952,h.1~5兆元台幣,2007-12-17 00:00:00,10.0,ML,EUR,Scott Thiel,LU  ,國庫券,證券,企業債券,B,RR2,0.0,N,189.16,-0.09,0.78,0.24,0.68,0.95,-0.48,4.72,12.51,0.87,39.7,2.0,0,b.債券型,2
2017-05-26 11:34:00,20170526,64G,1.0,50814.03792,i.5~10兆元台幣,2006-01-23 00:00:00,11.0,F1,USD,Steve Ellis,LU  ,類主權債/跨國/機構債,現金及約當現金,,B,RR3,1.0,N,11.73,0.33,0.86,0.88,2.68,7.14,8.44,14.19,29.07,5.55,102.25,3.0,0,b.債券型,2
2017-05-26 11:34:00,20170526,64H,1.0,53367.1999,i.5~10兆元台幣,2006-01-23 00:00:00,11.0,F1,EUR,Steve Ellis,LU  ,類主權債/跨國/機構債,現金及約當現金,,B,RR3,1.0,N,12.84,0.27,0.49,-1.63,-3.14,1.15,7.85,38.79,44.18,-0.64,110.53,2.5,0,b.債券型,2
2017-05-26 10:59:00,20170526,64I,1.0,121303.84896,i.>10兆元台幣,2010-04-16 00:00:00,7.0,S ,AUD,Abdallah Guezour,LU  ,當地債,現金,美國國庫券,B,RR3,0.0,N,83.45,0.29,0.66,0.08,1.33,5.24,5.96,4.37,17.98,4.48,22.56,2.0,0,b.債券型,2
2017-05-26 11:15:00,20170526,64J,1.0,115557.56048,i.>10兆元台幣,2011-05-02 00:00:00,6.0,L1,USD,Sjors Haverkamp(NN投資夥伴(NNIP)高收益團隊),LU  ,通訊,循環消費,資本財,B,RR3,1.0,N,365.62,0.55,1.03,1.49,2.66,6.59,10.83,0.88,25.75,4.49,,2.0,0,b.債券型,2
